Date,TempVertMean
1979-01-15,2.9736432561851553
1979-02-15,2.8901037509976057
1979-03-15,2.9081803671189146
1979-04-15,2.966640063846768
1979-05-15,3.0941141260973666
1979-06-15,3.2198723064644854
1979-07-15,3.3267358339984034
1979-08-15,3.396209098164406
1979-09-15,3.4022944932162815
1979-10-15,3.3866919393455706
1979-11-15,3.3177374301675977
1979-12-15,3.1929768555466875
1980-01-15,3.076117318435754
1980-02-15,2.978571428571428
1980-03-15,2.9891859537110936
1980-04-15,3.043635275339186
1980-05-15,3.166101356743815
1980-06-15,3.2775937749401436
1980-07-15,3.3747605746209097
1980-08-15,3.423743016759776
1980-09-15,3.4014764565043896
1980-10-15,3.3588587390263367
1980-11-15,3.275518754988029
1980-12-15,3.1515562649640865
1981-01-15,3.08878691141261
1981-02-15,3.0438547486033523
1981-03-15,3.0549281723862727
1981-04-15,3.0959297685554668
1981-05-15,3.179169992019154
1981-06-15,3.287430167597766
1981-07-15,3.3836991221069432
1981-08-15,3.438507581803671
1981-09-15,3.4229050279329605
1981-10-15,3.3573024740622506
1981-11-15,3.284237829209896
1981-12-15,3.154409417398244
1982-01-15,3.0034916201117317
1982-02-15,2.934537110933759
1982-03-15,2.9132881085395055
1982-04-15,2.9682561851556266
1982-05-15,3.071887470071828
1982-06-15,3.2110335195530726
1982-07-15,3.2988427773343973
1982-08-15,3.3436153232242614
1982-09-15,3.340961691939346
1982-10-15,3.287689545091779
1982-11-15,3.188427773343974
1982-12-15,3.0746608140462888
1983-01-15,2.9715881883479645
1983-02-15,2.944612928970471
1983-03-15,2.971727853152434
1983-04-15,3.047486033519553
1983-05-15,3.186233040702315
1983-06-15,3.329908220271349
1983-07-15,3.4181564245810057
1983-08-15,3.492577813248204
1983-09-15,3.4905227454110137
1983-10-15,3.4363727055067836
1983-11-15,3.35806065442937
1983-12-15,3.2049880287310453
1984-01-15,3.0726256983240225
1984-02-15,3.0363527533918595
1984-03-15,3.039345570630487
1984-04-15,3.0913008778930564
1984-05-15,3.175877893056664
1984-06-15,3.285794094173982
1984-07-15,3.3614724660814046
1984-08-15,3.4002194732641664
1984-09-15,3.367597765363129
1984-10-15,3.3076017557861133
1984-11-15,3.1834996009577017
1984-12-15,3.0390861931364723
1985-01-15,2.928451715881884
1985-02-15,2.8626496408619313
1985-03-15,2.8464086193136473
1985-04-15,2.8805267358339988
1985-05-15,2.9677374301675976
1985-06-15,3.0907222665602556
1985-07-15,3.1995011971268954
1985-08-15,3.2615123703112525
1985-09-15,3.2489425379090187
1985-10-15,3.1945131683958503
1985-11-15,3.0689345570630486
1985-12-15,2.901775738228252
1986-01-15,2.8352753391859538
1986-02-15,2.7789106145251394
1986-03-15,2.7831604150039904
1986-04-15,2.8455706304868316
1986-05-15,2.9339584996009576
1986-06-15,3.0803072625698324
1986-07-15,3.1804469273743017
1986-08-15,3.2268555466879487
1986-09-15,3.214804469273743
1986-10-15,3.1721268954509174
1986-11-15,3.0918395849960096
1986-12-15,2.9709696727853157
1987-01-15,2.8741819632881085
1987-02-15,2.82390263367917
1987-03-15,2.8333798882681567
1987-04-15,2.9025937749401436
1987-05-15,3.024501197126895
1987-06-15,3.1530127693535515
1987-07-15,3.267458100558659
1987-08-15,3.322924980047885
1987-09-15,3.3271548284118118
1987-10-15,3.2877893056664003
1987-11-15,3.2220071827613723
1987-12-15,3.09475259377494
1988-01-15,2.9622505985634477
1988-02-15,2.89060255387071
1988-03-15,2.900139664804469
1988-04-15,2.9514166001596167
1988-05-15,3.0578611332801278
1988-06-15,3.176815642458101
1988-07-15,3.2818834796488425
1988-08-15,3.331723862729449
1988-09-15,3.3162410215482843
1988-10-15,3.254928172386273
1988-11-15,3.1568036711891465
1988-12-15,3.0362928970470873
1989-01-15,2.9135474860335195
1989-02-15,2.7730446927374306
1989-03-15,2.749820430965683
1989-04-15,2.799900239425379
1989-05-15,2.9224062250598566
1989-06-15,3.0520151636073427
1989-07-15,3.143794892258579
1989-08-15,3.214405426975259
1989-09-15,3.2081205107741417
1989-10-15,3.159656823623304
1989-11-15,3.080087789305667
1989-12-15,2.9931763766959296
1990-01-15,2.9106145251396653
1990-02-15,2.7971867517956905
1990-03-15,2.7810654429369515
1990-04-15,2.859656823623304
1990-05-15,2.966021548284118
1990-06-15,3.0788507581803675
1990-07-15,3.19537110933759
1990-08-15,3.2725857940941734
1990-09-15,3.274181963288108
1990-10-15,3.196129289704708
1990-11-15,3.094972067039106
1990-12-15,2.9425578611332797
1991-01-15,2.786392657621708
1991-02-15,2.7599960095770153
1991-03-15,2.760454908220271
1991-04-15,2.821747805267358
1991-05-15,2.931903431763767
1991-06-15,3.0334596967278533
1991-07-15,3.1220071827613727
1991-08-15,3.1839584996009576
1991-09-15,3.1930167597765364
1991-10-15,3.1457501995211494
1991-11-15,3.0370909816440546
1991-12-15,2.9281723862729447
1992-01-15,2.8433160415003993
1992-02-15,2.8154030327214685
1992-03-15,2.857881085395052
1992-04-15,2.942258579409418
1992-05-15,3.05987629688747
1992-06-15,3.1987829209896246
1992-07-15,3.318016759776536
1992-08-15,3.392837190742219
1992-09-15,3.380227454110135
1992-10-15,3.333739026336792
1992-11-15,3.2512968874700716
1992-12-15,3.099361532322426
1993-01-15,2.927613727055068
1993-02-15,2.874481245011971
1993-03-15,2.8732841181165205
1993-04-15,2.938806863527534
1993-05-15,3.0604748603351957
1993-06-15,3.2132282521947326
1993-07-15,3.3248204309656826
1993-08-15,3.3736831604150037
1993-09-15,3.3584996009577015
1993-10-15,3.305646448523544
1993-11-15,3.2055466879489227
1993-12-15,3.066061452513967
1994-01-15,2.9931165203511574
1994-02-15,2.9298284118116524
1994-03-15,2.90524740622506
1994-04-15,2.9717877094972063
1994-05-15,3.090323224261772
1994-06-15,3.2032322426177173
1994-07-15,3.311512370311253
1994-08-15,3.370909816440543
1994-09-15,3.3542098962490017
1994-10-15,3.277374301675977
1994-11-15,3.1380087789305664
1994-12-15,2.9809457302474063
1995-01-15,2.8860135674381486
1995-02-15,2.8467677573822825
1995-03-15,2.838607342378292
1995-04-15,2.9182162809257783
1995-05-15,3.0542098962490027
1995-06-15,3.186731843575419
1995-07-15,3.291919393455706
1995-08-15,3.336572226656026
1995-09-15,3.3429369513168394
1995-10-15,3.2887270550678367
1995-11-15,3.1843375897845165
1995-12-15,3.0760774142059057
1996-01-15,2.9889864325618514
1996-02-15,2.8999201915403034
1996-03-15,2.897366320830008
1996-04-15,2.9648443735035914
1996-05-15,3.0636472466081406
1996-06-15,3.1788906624102156
1996-07-15,3.2473264166001594
1996-08-15,3.2774740622505987
1996-09-15,3.2615522745411014
1996-10-15,3.1805666400638466
1996-11-15,3.0670191540303273
1996-12-15,2.9175179569034317
1997-01-15,2.80500798084597
1997-02-15,2.7644453312051076
1997-03-15,2.7617916999201917
1997-04-15,2.821807661612131
1997-05-15,2.947865123703113
1997-06-15,3.082402234636872
1997-07-15,3.1893455706304863
1997-08-15,3.2358339984038302
1997-09-15,3.2538108539505184
1997-10-15,3.231404628890662
1997-11-15,3.186632083000798
1997-12-15,3.0863328012769355
1998-01-15,2.9645251396648047
1998-02-15,2.9380087789305667
1998-03-15,2.956544293695132
1998-04-15,3.0382083000798086
1998-05-15,3.173324022346369
1998-06-15,3.312509976057462
1998-07-15,3.4174780526735837
1998-08-15,3.4748004788507583
1998-09-15,3.457242617717478
1998-10-15,3.3887470071827615
1998-11-15,3.3095171588188355
1998-12-15,3.1663407821229046
1999-01-15,3.048543495610535
1999-02-15,2.9683958499600958
1999-03-15,2.9334397446129286
1999-04-15,2.9788308060654427
1999-05-15,3.071029529130088
1999-06-15,3.1704309656823626
1999-07-15,3.2351356743814845
1999-08-15,3.2752194732641664
1999-09-15,3.240043894652833
1999-10-15,3.1584197924980044
1999-11-15,3.0637470071827613
1999-12-15,2.9670590582601757
2000-01-15,2.8590383080606543
2000-02-15,2.8090183559457302
2000-03-15,2.802174780526736
2000-04-15,2.877972865123703
2000-05-15,2.974301675977654
2000-06-15,3.097545889864326
2000-07-15,3.2055466879489223
2000-08-15,3.2602154828411813
2000-09-15,3.2390662410215483
2000-10-15,3.1760375099760574
2000-11-15,3.080786113328013
2000-12-15,2.9613527533918598
2001-01-15,2.876017557861133
2001-02-15,2.81927374301676
2001-03-15,2.8228850758180366
2001-04-15,2.8749600957701515
2001-05-15,2.9734437350359135
2001-06-15,3.0940343176376697
2001-07-15,3.2134277733439744
2001-08-15,3.2661612130885875
2001-09-15,3.2718076616121317
2001-10-15,3.2031723862729446
2001-11-15,3.1174780526735835
2001-12-15,2.9873304070231446
2002-01-15,2.8979050279329606
2002-02-15,2.835634477254589
2002-03-15,2.809557063048683
2002-04-15,2.864245810055866
2002-05-15,2.968196328810854
2002-06-15,3.0886671987230647
2002-07-15,3.193335993615323
2002-08-15,3.2338986432561847
2002-09-15,3.2329409417398245
2002-10-15,3.183240223463687
2002-11-15,3.104269752593775
2002-12-15,3.0288507581803676
2003-01-15,2.938028731045491
2003-02-15,2.917877094972067
2003-03-15,2.9172785315243415
2003-04-15,2.960913806863528
2003-05-15,3.064904229848364
2003-06-15,3.190642458100559
2003-07-15,3.293096568236233
2003-08-15,3.345530726256983
2003-09-15,3.333439744612929
2003-10-15,3.292757382282522
2003-11-15,3.1775738228252193
2003-12-15,3.0510574620909816
2004-01-15,2.9239026336791705
2004-02-15,2.892438148443735
2004-03-15,2.9123503591380686
2004-04-15,2.997246608140463
2004-05-15,3.11975259377494
2004-06-15,3.237948922585794
2004-07-15,3.343036711891461
2004-08-15,3.3968874700718277
2004-09-15,3.3885873902633676
2004-10-15,3.3304868316041505
2004-11-15,3.230087789305666
2004-12-15,3.1246009577015164
2005-01-15,3.0080207501995213
2005-02-15,2.969333599361532
2005-03-15,2.9966679968076617
2005-04-15,3.042198723064645
2005-05-15,3.157561851556265
2005-06-15,3.274261771747805
2005-07-15,3.367338387869114
2005-08-15,3.4231843575418996
2005-09-15,3.4049680766161208
2005-10-15,3.333739026336791
2005-11-15,3.2403830806065446
2005-12-15,3.121867517956903
2006-01-15,3.0460893854748603
2006-02-15,2.968276137270551
2006-03-15,2.9331604150039903
2006-04-15,2.9862729449321628
2006-05-15,3.0946528332003194
2006-06-15,3.226755786113328
2006-07-15,3.325299281723863
2006-08-15,3.375119712689545
2006-09-15,3.368695131683958
2006-10-15,3.3210694333599364
2006-11-15,3.220550678371907
2006-12-15,3.079209896249002
2007-01-15,2.9512769353551476
2007-02-15,2.91207102952913
2007-03-15,2.9052474062250595
2007-04-15,2.954509177972865
2007-05-15,3.055706304868316
2007-06-15,3.1647446129289705
2007-07-15,3.255207501995211
2007-08-15,3.3144652833200325
2007-09-15,3.298483639265762
2007-10-15,3.2359138068635276
2007-11-15,3.1544493216280927
2007-12-15,3.0244812450119714
2008-01-15,2.8870311252992815
2008-02-15,2.811272944932163
2008-03-15,2.8292498004788507
2008-04-15,2.869373503591381
2008-05-15,2.956664006384677
2008-06-15,3.0641260973663207
2008-07-15,3.1650837988826814
2008-08-15,3.2146049481245007
2008-09-15,3.2189345570630485
2008-10-15,3.1675977653631286
2008-11-15,3.09866320830008
2008-12-15,2.9806065442936953
2009-01-15,2.8296687948922585
2009-02-15,2.7768555466879485
2009-03-15,2.7607142857142857
2009-04-15,2.798563447725459
2009-05-15,2.9205706304868317
2009-06-15,3.0887071029529127
2009-07-15,3.2001396648044698
2009-08-15,3.2895650438946533
2009-09-15,3.29780526735834
2009-10-15,3.2296089385474858
2009-11-15,3.1356943335993614
2009-12-15,2.9994612928970468
2010-01-15,2.9324221867517957
2010-02-15,2.9144652833200317
2010-03-15,2.922067039106145
2010-04-15,2.964824421388667
2010-05-15,3.0738826815642457
2010-06-15,3.197346368715084
2010-07-15,3.3215682362330408
2010-08-15,3.3840183559457304
2010-09-15,3.353591380686352
2010-10-15,3.309916201117319
2010-11-15,3.2110335195530726
2010-12-15,3.0534118116520355
2011-01-15,2.9272545889864325
2011-02-15,2.871169193934557
2011-03-15,2.8240023942537906
2011-04-15,2.8719473264166004
2011-05-15,2.9673982442138866
2011-06-15,3.089445331205108
2011-07-15,3.176995211492418
2011-08-15,3.2417996807661607
2011-09-15,3.2439545091779727
2011-10-15,3.2018954509177977
2011-11-15,3.092019154030327
2011-12-15,2.962490023942538
2012-01-15,2.855387071029529
2012-02-15,2.7886671987230645
2012-03-15,2.761711891460495
2012-04-15,2.8157023144453315
2012-05-15,2.9311053471668
2012-06-15,3.048982442138867
2012-07-15,3.1696927374301676
2012-08-15,3.2403631284916194
2012-09-15,3.230706304868316
2012-10-15,3.1902833200319236
2012-11-15,3.116959297685555
2012-12-15,3.006045490822027
2013-01-15,2.9006783719074223
2013-02-15,2.8752992817238625
2013-03-15,2.8747007182761375
2013-04-15,2.943276137270551
2013-05-15,3.060415003990423
2013-06-15,3.1773543495610532
2013-07-15,3.2912210694333597
2013-08-15,3.3598962490023943
2013-09-15,3.367517956903432
2013-10-15,3.3090782122905025
2013-11-15,3.2151237031125293
2013-12-15,3.0685155626496408
2014-01-15,2.981464485235435
2014-02-15,2.9001596169193937
2014-03-15,2.8797685554668795
2014-04-15,2.941420590582602
2014-05-15,3.0699122106943335
2014-06-15,3.210794094173982
2014-07-15,3.3211492418196324
2014-08-15,3.384537110933759
2014-09-15,3.3821827613727056
2014-10-15,3.3630885873902634
2014-11-15,3.3018355945730247
2014-12-15,3.1891061452513965
2015-01-15,3.1095969672785313
2015-02-15,3.1042498004788506
2015-03-15,3.118515562649641
2015-04-15,3.178890662410216
2015-05-15,3.292777334397446
2015-06-15,3.4090981644054272
2015-07-15,3.484976057462091
2015-08-15,3.5221867517956906
2015-09-15,3.4947326416600157
2015-10-15,3.4500798084596966
2015-11-15,3.357222665602554
2015-12-15,3.2177374301675976
2016-01-15,3.101077414205906
2016-02-15,3.07122905027933
2016-03-15,3.080566640063847
2016-04-15,3.1671588188347966
2016-05-15,3.2905426975259378
2016-06-15,3.390442936951317
2016-07-15,3.463208300079808
2016-08-15,3.49365522745411
2016-09-15,3.4538108539505186
2016-10-15,3.3863128491620107
2016-11-15,3.3367118914604945
2016-12-15,3.1901436552274536
2017-01-15,3.018874700718276
2017-02-15,2.945770151636073
2017-03-15,2.934756584197925
2017-04-15,2.9956304868316046
2017-05-15,3.112270550678372
2017-06-15,3.255426975259377
2017-07-15,3.3569433359936154
2017-08-15,3.398343974461293
2017-09-15,3.3922984836392653
2017-10-15,3.318455706304868
2017-11-15,3.2139864325618515
2017-12-15,3.1055666400638473
2018-01-15,3.01245011971269
2018-02-15,2.9494612928970474
2018-03-15,2.9247206703910615
2018-04-15,2.983998403830806
2018-05-15,3.1307462090981644
2018-06-15,3.2439345570630485
2018-07-15,3.3328611332801277
2018-08-15,3.414545091779728
2018-09-15,3.3933758978451714
2018-10-15,3.336632083000798
2018-11-15,3.2727454110135676
2018-12-15,3.1590383080606546
